komnr,gardsnr,bruksnr,festenr,bruksnavn,jordbruksareal,annetareal,skogareal,fulldyrket,overflatedyrket,innmarksbeite,koordsys,nord,ost
1101,11,6,0,,0,2,0,0,0,0,22,6478346,323545
1101,12,261,0,GRANVEIEN 12,0,1,0,0,0,0,22,,
1101,13,17,0,HESTNES,0,10,0,0,0,0,22,6479313,325314
1101,13,18,0,ÅRSTAD,71,60,40,0,0,71,22,6481423,325423
1101,13,20,0,AARSTAD,0,1,0,0,0,0,22,6479401,325112
1101,13,27,0,AARSTAD,0,0,0,0,0,0,22,6482556,325039
1101,13,35,0,HESTNES,0,2,0,0,0,0,22,6479686,325145
1101,13,46,0,AARSTAD,0,2,0,0,0,0,22,6479566,325352
1101,13,50,0,AARSTAD,1,0,0,0,0,1,22,6479761,325371
1101,13,52,0,TVEIDEN,162,100,3,25,0,137,22,6482070,326284
1101,13,53,0,ÅRSTAD,76,14,6,15,0,61,22,6481084,325192
1101,13,60,0,AARSTAD,0,5,0,0,0,0,22,6481640,325288
1101,13,62,0,AARSTAD,136,24,17,2,0,134,22,6481708,325880
1101,13,66,0,AARSTAD,0,2,10,0,0,0,22,6482188,325425
1101,13,69,0,AARSTAD,0,2,0,0,0,0,22,,
1101,13,92,0,HULDREBAKKEN,0,1,3,0,0,0,22,6482835,325768
1101,13,124,0,AARSTAD,1,2,4,0,1,0,22,,
1101,13,125,0,AARSTAD,0,3,0,0,0,0,22,,
1101,13,237,0,MAMRELUNN,13,2,0,0,0,13,22,6482057,325747
1101,13,239,0,LYNGREMARKEN,35,53,49,20,0,15,22,6480528,325334
1101,13,246,0,KLØVERHEIM,10,4,4,3,0,7,22,6482048,325537
1101,13,256,0,FJELLVANG,0,0,0,0,0,0,22,,
1101,13,279,0,DALEN,0,1,0,0,0,0,22,6482408,325249
1101,13,296,0,HAGANE,0,78,6,0,0,0,22,6480252,324797
1101,13,298,0,FLADÅ,0,2,0,0,0,0,22,6479357,325200
1101,13,344,0,BRATTEBAKKEN,0,0,2,0,0,0,22,6481130,325358
1101,13,547,0,SOLBERG,0,1,0,0,0,0,22,,
1101,13,557,0,KLØVER HØNSERI,1,12,1,0,0,1,22,,
1101,13,834,0,HESTNES SYD,4,6,0,0,0,4,22,6479417,324949
1101,13,970,0,VIERVEIEN 1,0,1,0,0,0,0,22,,
1101,13,2173,0,,0,1,0,0,0,0,22,6479647,325379
1101,13,2429,0,HESTNES SYD,0,19,0,0,0,0,22,,
1101,13,2430,0,HESTNES SYD,1,0,0,0,0,1,22,,
1101,14,3,0,SKÅRA,211,222,37,84,18,109,22,6481305,326315
1101,14,7,0,SKÅRA,198,369,2,17,17,164,22,6481309,326135
1101,14,8,0,SKÅRA,74,7,0,17,23,34,22,6481366,326560
1101,14,11,0,SKÅRA,49,215,40,21,0,28,22,6481439,326194
1101,14,14,0,SKÅRA,141,242,7,28,10,103,22,6481186,326260
1101,14,18,0,LAUNÆSTEIGEN,5,2,4,5,0,0,22,6482006,326390
1101,14,19,0,NYGAARD,80,7,1,27,18,35,22,6481443,326787
1101,14,20,0,MJÅSTAD,66,87,34,11,25,30,22,6481446,326946
1101,14,22,0,TÅRHAUG,200,597,269,24,14,162,22,6481251,326750
1101,14,45,0,,2,4,0,1,0,1,22,,
1101,15,1,0,MØLBACHNESET,11,4,0,11,0,0,22,6480694,325574
1101,16,1,0,PUNTARVOLL,185,301,4,18,4,163,22,6480371,326163
1101,16,2,0,PUNTARVOLL,317,1042,185,86,6,225,22,6480195,326271
1101,16,5,0,,435,467,45,69,0,366,22,6480436,326348
1101,16,6,0,PUNTARVOLL,217,30,13,16,29,172,22,6480669,326297
1101,16,7,0,PUNTARVOLL,240,408,16,53,11,176,22,6480456,326334
1101,16,8,0,PUNTARVOLL,185,135,15,16,15,154,22,6480784,326126
1101,17,1,0,HÅLAND,509,712,33,98,2,409,22,6479398,326379
1101,17,3,0,HÅLAND,1,3,0,0,0,1,22,6479436,326406
1101,17,5,0,HÅLAND,173,243,20,18,30,125,22,6479621,326319
1101,17,11,0,STAURDALEN,5,4,4,0,0,5,22,6479734,325976
1101,17,16,0,,0,5,1,0,0,0,22,6479569,325928
1101,17,38,0,,117,108,10,26,1,90,22,0,0
1101,18,3,0,HADLAND,146,150,16,18,4,124,22,6478875,326103
1101,18,4,0,HADLAND,63,127,36,14,4,45,22,6478777,326074
1101,18,5,0,HADLAND,275,13,17,53,15,207,22,6478938,326447
1101,18,6,0,HADLAND,28,130,2,0,2,26,22,,
1101,18,10,0,HADLAND,54,197,23,12,1,41,22,6478208,326257
1101,18,11,0,HADLAND,46,201,6,4,7,35,22,6478430,326200
1101,18,14,0,HADLAND,117,324,48,20,0,97,22,6478554,326140
1101,18,18,0,HADLAND,141,240,2,15,1,125,22,6478782,325871
1101,18,19,0,HADLAND,80,66,2,0,7,73,22,6478825,325436
1101,18,33,0,UTSIKTEN,2,4,0,0,0,2,22,6478935,326080
1101,18,43,0,BJØRKETUN,0,1,0,0,0,0,22,,
1101,18,105,0,,1,0,0,0,1,0,22,,
1101,18,106,0,,1,0,0,0,1,0,22,,
1101,19,1,0,ÅSE,114,427,4,23,3,88,22,6477816,326960
1101,19,2,0,ÅSE,78,225,0,15,0,63,22,6478586,326583
1101,19,2,1,,0,113,0,0,0,0,22,,
1101,19,3,0,ÅSE,240,54,2,33,10,197,22,6478011,326706
1101,19,5,0,ÅSE,323,86,1,30,10,283,22,6477836,326770
1101,19,7,0,ÅSE,273,25,1,57,0,216,22,6478738,326524
1101,19,8,0,ÅSE,19,69,0,11,2,6,22,6478381,326839
1101,19,9,0,ÅSE,158,63,80,26,3,129,22,6478126,326745
1101,19,12,0,ÅSE,543,535,10,72,25,446,22,6478428,326602
1101,19,14,0,SOLBERG,104,10,28,30,9,65,22,6478678,328085
1101,19,15,0,NYLAND,88,81,5,25,0,63,22,6478829,328388
1101,19,15,1,,2,56,0,0,0,2,22,,
1101,19,17,0,ÅSHEIM,95,113,0,23,0,72,22,6478657,328458
1101,19,17,1,,4,62,0,0,0,4,22,,
1101,19,18,0,ÅSEBAKKEN,7,1,1,1,0,6,22,6477877,326633
1101,19,29,1,,0,196,0,0,0,0,22,,
1101,20,1,0,NODLAND,116,295,10,16,5,95,22,6477662,326543
1101,20,2,0,,62,114,1,21,0,41,22,6476902,326347
1101,20,3,0,NODLAND,47,27,16,12,0,35,22,6477119,326532
1101,20,4,0,NODLAND,100,95,10,27,0,73,22,6477086,326555
1101,20,5,0,NODLAND,134,170,2,41,4,89,22,6476914,326444
1101,20,6,0,NODLAND,43,116,10,13,0,30,22,6477278,326448
1101,20,7,0,ASALKJØRSKARET,94,42,5,23,5,66,22,6477827,326586
1101,21,1,0,SVÅNES,73,105,0,12,13,48,22,6476197,326582
1101,21,2,0,SVÅNES,98,138,16,15,3,80,22,6476067,326523
1101,21,4,0,,1,1,0,0,1,0,22,6475852,326845
1101,21,5,0,SVÅNES ØSTRE,7,6,0,4,0,3,22,6475589,326758
1101,21,6,0,SVÅNES VESTRE,75,113,4,9,14,52,22,6475948,326486
1101,21,7,0,SVÅNES VESTRE,83,224,8,22,1,60,22,6475790,326633
1101,21,8,0,SVÅNES VESTRE,117,105,6,17,9,91,22,6476276,326395
1101,21,10,0,SVÅNES VESTRE,33,68,1,0,0,33,22,6475900,326521
1101,21,12,0,SVÅNES VESTRE,63,70,0,15,0,48,22,6476333,326384
1101,21,13,0,SVÅNES,7,26,1,2,3,2,22,6475904,326866
1101,21,22,0,DALEN,0,30,29,0,0,0,22,,
1101,22,1,0,STAPNES,86,143,0,13,4,69,22,6475089,327624
1101,22,2,0,STAPNES,53,50,11,4,2,47,22,6475064,327535
1101,22,4,0,STAPNES,81,100,0,3,0,78,22,6475104,326991
1101,22,5,0,STAPNES,0,0,0,0,0,0,22,6474947,327408
1101,22,7,0,STAPNES,55,137,0,9,9,37,22,6474913,327295
1101,22,9,0,STAPNES,9,87,67,8,0,1,22,6475165,327417
1101,22,12,0,STAPNES,84,85,13,7,0,77,22,6475250,328100
1101,22,43,0,,0,1,0,0,0,0,22,0,0
1101,23,1,0,GRASTVEIT,214,970,20,30,1,183,22,6475499,327918
1101,23,2,0,GRASTVEIT,83,1134,5,20,10,53,22,6475694,327922
1101,23,18,0,,0,1,0,0,0,0,22,,
1101,24,1,0,LÆDRE,0,404,9,0,0,0,22,6476190,329311
1101,24,2,0,LÆDRE,10,1043,0,10,0,0,22,,
1101,24,3,0,LÆDRE,3,286,0,1,2,0,22,6474935,328608
1101,24,4,0,LÆDRE,204,331,0,6,0,198,22,6474944,328676
1101,25,1,0,MONG,24,303,0,11,0,13,22,6473027,330631
1101,25,2,0,MONG,17,515,0,8,0,9,22,6472984,330611
1101,25,3,0,MONG,6,502,30,6,0,0,22,6473547,330460
1101,25,4,0,MONG,11,356,2,4,0,7,22,6473586,332083
1101,25,7,0,MONG,12,176,49,6,0,6,22,6473259,330584
1101,25,9,0,MONG,31,144,10,7,0,24,22,6473523,330263
1101,25,10,0,STØLSVIK,0,10,2,0,0,0,22,6473414,330496
1101,25,11,0,LEGÅ,34,111,0,5,0,29,22,6473176,330803
1101,25,30,0,,5,19,0,2,0,3,22,,
1101,26,1,0,RODVELT,15,1547,77,15,0,0,22,6474487,331720
1101,26,2,0,RODVELT,17,781,15,17,0,0,22,6474255,331894
1101,26,5,0,RODVELT,53,822,48,15,2,36,22,6474383,332106
1101,26,7,0,RODVELT,19,404,3,2,0,17,22,6474002,330283
1101,26,8,0,RODVELT,7,203,8,7,0,0,22,6473688,330719
1101,26,11,0,RODVELT,33,548,14,18,0,15,22,6473716,331097
1101,27,2,0,GRØDEIM,2,5983,624,2,0,0,22,6477699,330824
1101,28,1,0,ÅMDAL,469,1332,103,37,0,432,22,6477811,329994
1101,28,1,1,,8,684,0,0,0,8,22,,
1101,28,2,0,ÅMDAL,62,253,39,11,3,48,22,6478195,330567
1101,28,6,1,,0,228,0,0,0,0,22,,
1101,29,1,0,KOLDAL,120,37,6,39,0,81,22,6480301,330599
1101,29,1,1,,139,959,0,9,0,130,22,,
1101,29,2,0,KOLDAL,133,289,13,64,0,69,22,6480322,330708
1101,29,2,1,,78,822,1,1,0,77,22,,
1101,29,3,0,KOLDAL,41,16,12,21,0,20,22,6480186,330710
1101,29,3,1,,130,851,30,17,0,113,22,,
1101,29,4,0,KOLDAL,38,21,27,20,0,18,22,6480121,330935
1101,29,4,1,,33,734,16,0,0,33,22,,
1101,30,1,0,HEGGDAL,134,2277,172,44,0,90,22,6479748,331616
1101,31,1,0,KYDLAND,110,3469,172,24,0,86,22,6478530,333854
1101,31,2,0,KYDLAND,66,3208,216,25,0,41,22,6478387,334102
1101,33,1,0,HELLEREN,368,5173,138,133,0,235,22,6481290,335228
1101,34,1,0,VINDBIRKELAND,245,7239,300,98,2,145,22,6482503,334448
1101,35,1,1,,61,793,205,29,0,32,22,,
1101,35,2,0,Nodland i Heia,599,2201,446,198,0,401,22,6483510,332621
1101,36,1,0,LAUPSTAD,0,2103,1681,0,0,0,22,6484568,331093
1101,37,3,1,,0,157,0,0,0,0,22,,
1101,37,4,1,,0,86,0,0,0,0,22,,
1101,37,5,1,,12,1062,144,0,0,12,22,,
1101,38,1,0,KJERVALL,83,0,0,22,0,61,22,,
1101,38,2,0,Kjervall,102,908,454,14,0,88,22,,
1101,39,1,0,VESHOVDE,393,1068,12,36,0,357,22,6482671,327466
1101,39,2,0,VESHOVDE,250,607,25,24,1,225,22,6482770,327466
1101,39,3,0,VESHOVDE,685,1163,19,110,12,563,22,6482575,327241
1101,39,5,0,VESHOVDE,78,50,106,1,17,60,22,6482868,327453
1101,39,6,0,VESHOVDE,148,25,6,26,4,118,22,6482968,327116
1101,39,7,0,VESHOVDE,135,85,5,27,0,108,22,6482845,327331
1101,39,16,0,PROMSTEDDALEN,101,957,8,0,13,88,22,6482850,327621
1101,40,1,0,MJØLHUS,213,722,154,36,2,175,22,6484820,327171
1101,40,2,0,MJØLHUS,315,1647,152,72,0,243,22,6485334,327390
1101,40,3,0,MJØLHUS,258,196,68,37,5,216,22,6484817,327137
1101,40,9,0,MJØLHUS,8,100,129,2,0,6,22,6485120,327295
1101,40,14,0,KLINGARHAUGEN,1,112,290,0,0,1,22,6484290,327697
1101,40,24,0,MJØLHUSHEIEN,0,330,0,0,0,0,22,6483916,328424
1101,40,26,0,MJØLHUSHEIEN,0,813,0,0,0,0,22,,
1101,40,37,0,TUEN II,0,1,0,0,0,0,22,,
1101,40,40,0,KVIHAU,1,4,2,0,0,1,22,,
1101,40,49,0,,2,4,0,1,0,1,22,6484205,326703
1101,41,1,0,SLETTEID,119,910,158,20,0,99,22,6486255,328953
1101,41,6,0,HODNES,7,8,0,0,1,6,22,6485742,328680
1101,41,18,0,,2,1,0,0,0,2,23,6485681,328637
1101,41,20,0,,21,3,0,6,0,15,22,6485816,328844
1101,41,21,0,,0,2,0,0,0,0,22,,
1101,41,22,0,,5,8,0,5,0,0,22,6485927,328814
1101,41,38,0,,3,0,0,1,0,2,22,3685643,328740
1101,42,2,0,ØYGREI,376,1120,225,71,1,304,22,6487478,328762
1101,42,7,0,ØIGREISLIA,0,278,514,0,0,0,22,6486912,328512
1101,42,8,0,FOSSLI,29,24,31,0,0,29,22,6485865,327949
1101,43,1,0,SVINLAND,96,99,101,43,0,53,22,6488897,327900
1101,43,2,0,,130,573,316,20,1,109,22,6488671,328044
1101,43,10,0,,0,5,4,0,0,0,22,,
1101,44,4,0,KJELLAND,608,1801,1180,231,5,372,22,6488371,327545
1101,44,5,0,KJELLAND,60,14,23,13,0,47,22,6488004,327572
1101,45,1,0,SLETTEBØ,477,1074,197,154,0,323,22,6485447,326727
1101,45,2,0,BAKKEBØ,254,1805,826,91,2,161,22,6486472,326676
1101,45,2,1,,2,3,8,2,0,0,22,,
1101,45,10,0,EIKEBAKKEN,0,4,0,0,0,0,22,6484500,326379
1101,45,12,0,SLETTEBØ,42,63,9,42,0,0,22,6484751,326414
1101,45,13,0,SLETTEBØ,317,80,18,65,0,252,22,6485352,326406
1101,45,32,0,NYLAND,8,9,0,8,0,0,22,6484199,326225
1101,45,44,0,,1,26,0,0,0,1,22,,
1101,45,75,0,HOLA,0,1,0,0,0,0,22,,
1101,45,303,0,slettebø,5,8,0,5,0,0,23,6485640,326758
1101,46,4,0,HAVSØYA,4,2,0,4,0,0,22,6483627,325976
1101,46,6,0,HAVSØYA,0,13,0,0,0,0,22,6483504,325320
1101,46,35,0,,10,2,0,10,0,0,22,,
1101,46,70,0,NYVOLD,0,2,0,0,0,0,22,6483334,325304
1101,46,353,0,,0,1,0,0,0,0,22,,
1101,46,360,0,VEIGRUNN M.M. NYEVEIEN,2,4,0,2,0,0,22,,
1101,47,8,0,EIDE,2,0,0,,,,22,,
1101,47,10,0,FAGERHEIM,16,0,317,14,0,2,22,6483577,325029
1101,47,13,0,EIDE,66,1,38,41,4,21,22,6483818,324931
1101,47,14,0,EIDE,121,3,85,56,0,65,22,6483882,324927
1101,47,41,0,BAKKELAND,8,22,0,8,0,0,22,6484059,325921
1101,47,63,0,NYSUNDPLANTNINGE,0,1,8,0,0,0,22,6483885,323951
1101,47,172,0,KLEIVA,0,3,0,0,0,0,22,,
1101,47,188,0,BERGTUN,0,1,0,0,0,0,22,,
1101,47,536,0,,0,1,0,0,0,0,22,,
1101,48,1,0,TENGSAREID,0,7,26,0,0,0,22,6485517,324917
1101,48,2,0,TENGSAREID,225,348,142,101,0,124,22,6486189,325628
1101,48,10,0,HAGENESSET,0,84,280,0,0,0,22,6486063,325044
1101,48,11,0,TENGSAREIDHAGEN,0,207,191,0,0,0,22,6486878,326054
1101,48,40,0,,0,29,10,0,0,0,22,,
1101,49,1,0,TENGS,58,445,211,14,0,44,22,6486220,324687
1101,49,2,0,TENGS,34,631,149,7,0,27,22,6486227,324624
1101,49,3,0,TENGS,288,340,41,28,0,260,22,6486063,324592
1101,49,4,0,TENGS,15,750,79,14,0,1,22,6486193,324647
1101,49,8,0,TENGS,10,10,1,6,0,4,22,6485757,324604
1101,49,48,0,BEKKJAMYREN,3,0,6,0,0,3,22,,
1101,50,1,0,FOTLAND,46,663,105,22,0,24,22,6487110,325092
1101,50,3,0,FOTLAND,2,2,0,2,0,0,22,6487200,325177
1101,50,4,0,FOTLAND,17,307,193,8,0,9,22,6487198,325025
1101,50,15,0,NORDSTØL,3,0,0,0,0,3,23,0,0
1101,50,58,0,,338,622,447,41,2,295,23,0,0
1101,51,2,0,EGE LILLE,46,61,330,27,0,19,22,6489820,326272
1101,51,4,0,EGE LILLE,92,684,297,22,0,70,22,6490522,325242
1101,52,1,0,EIGE STORE,91,282,102,28,0,63,22,6489897,324446
1101,52,2,0,EIGE STORE,219,393,297,44,0,175,22,6490068,324334
1101,52,6,0,EIGE STORE,306,459,59,109,0,197,22,6490021,324168
1101,52,9,0,EIGE STORE,188,335,157,52,0,136,22,6490122,324366
1101,52,16,0,STØLEN,23,58,169,23,0,0,22,,
1101,52,17,0,EIGE STORE,82,38,75,23,0,59,22,6490499,324399
1101,52,18,0,EIGE STORE,383,1153,618,91,0,292,22,6490012,324377
1101,52,21,0,DEBLAND,100,314,58,48,0,52,22,6489614,323850
1101,52,32,0,KJÆRHODLEN,,,,,,,22,6489626,323817
1101,53,1,0,ØKSENBØ,133,0,42,41,0,92,22,6489039,322455
1101,53,2,0,ØKSNEBØ,182,0,21,49,0,133,22,6489088,322545
1101,53,4,0,ØKSNEBØ,129,474,19,37,0,92,22,6488954,322312
1101,53,8,0,HØYLAND,209,49,16,115,0,94,22,6489334,322726
1101,54,1,0,GJERMESTAD,62,0,0,23,3,36,22,,
1101,54,5,0,GJERMESTAD,320,602,131,86,0,234,22,6489165,321767
1101,54,7,0,GJERMESTAD,293,546,469,188,0,105,22,6489355,321524
1101,54,19,0,GJERMESTAD,25,140,16,0,0,25,22,,
1101,55,1,0,NEVLAND,286,583,200,72,0,214,22,6489808,321134
1101,55,6,0,NEVLAND,85,907,531,40,0,45,22,6489935,321064
1101,55,7,0,NEVLAND,355,725,140,85,0,270,22,6489679,320921
1101,55,13,0,,0,1,0,0,0,0,22,,
1101,56,1,0,BUARSKOG,148,2285,66,51,0,97,22,6489460,320275
1101,56,2,0,BUARSKOG,94,181,356,20,0,74,22,6489358,320278
1101,57,1,0,HEGRESTAD,301,262,8,115,0,186,22,6488691,320234
1101,57,3,0,HEGRESTAD,233,1805,500,129,13,91,22,6488789,320298
1101,57,4,0,HEGRESTAD,73,756,839,42,0,31,22,,
1101,57,5,0,VONHEIM,35,4,12,17,0,18,22,6488060,319648
1101,57,9,0,TANGJEN,8,1,0,7,0,1,22,6487995,319921
1101,57,15,0,,1,131,8,0,0,1,22,,
1101,58,1,0,HELLAND,95,538,219,36,0,59,22,6487496,320183
1101,58,3,0,HELLAND,88,540,77,66,0,22,22,6487548,320108
1101,58,4,0,HELLAND,177,365,79,82,0,95,22,6487549,320260
1101,58,5,0,NÆRHEIM,77,63,34,29,0,48,22,6488217,320496
1101,58,12,0,,0,0,0,0,0,0,22,6486146,317943
1101,59,3,0,NETLAND,32,7,0,24,0,8,22,6487327,319689
1101,59,4,0,NETLAND,296,1132,91,112,0,184,22,6487323,319528
1101,59,7,0,NYGÅRD,0,0,0,0,0,0,22,6487170,319713
1101,59,16,0,,0,0,9,0,0,0,22,,
1101,60,1,0,HELLVIK,12,0,0,7,0,5,22,6486801,318382
1101,60,2,0,HELLVIK,0,0,0,0,0,0,22,6485941,318713
1101,60,3,0,HELLVIK,24,0,0,21,0,3,22,6486727,318540
1101,60,4,0,,8,42,8,8,0,0,22,6485910,317694
1101,60,5,0,HELLVIK,97,661,20,50,0,47,22,6486675,318564
1101,60,7,0,HELLVIK,14,3,6,11,3,0,22,6486629,317872
1101,60,12,0,HELLVIK,18,0,0,5,0,13,22,6486761,318276
1101,60,13,0,HELLVIK,0,0,0,0,0,0,22,6486539,317798
1101,60,16,0,HELLVIK,25,22,12,5,0,20,22,6488287,317497
1101,60,18,0,HELLVIK,45,4,103,45,0,0,22,6486813,318304
1101,60,19,0,HELLVIK,7,0,0,7,0,0,22,6485930,318501
1101,60,20,0,HELLVIK,3,0,2,3,0,0,22,6486567,317744
1101,60,23,0,HELLVIK,11,0,0,11,0,0,22,6486834,318378
1101,60,25,0,NYGÅRD,0,0,0,0,0,0,22,6486691,318116
1101,60,26,0,HELLVIK,0,0,0,0,0,0,22,6486397,318262
1101,60,27,0,HELLVIK,11,0,5,10,0,1,22,6486519,318121
1101,60,29,0,HELLVIK,0,0,0,0,0,0,22,,
1101,60,31,0,HELLVIK,0,0,0,0,0,0,22,6486248,317952
1101,60,32,0,HELLVIK,0,0,0,0,0,0,22,,
1101,60,33,0,HELLVIK,31,30,1,12,0,19,22,6486026,317251
1101,60,34,0,HELLVIK,5,11,0,5,0,0,22,,
1101,60,35,0,VASVIK,52,172,0,13,0,39,22,6486291,316365
1101,60,36,0,HELLVIK,26,417,1,12,0,14,22,6486122,316389
1101,60,40,0,HELLVIK,6,26,0,3,0,3,22,0,0
1101,60,41,0,SANNARNES,21,199,1,13,0,8,22,6486339,316669
1101,60,44,0,HELLVIK,0,0,0,0,0,0,22,6486652,318333
1101,60,45,0,HELLVIK,4,2,1,4,0,0,22,6487050,319001
1101,60,50,0,SLETTEN,18,0,0,18,0,0,22,0,0
1101,60,61,0,NYGÅRD,7,13,9,7,0,0,22,6485971,317507
1101,60,65,0,TJELMAN,21,16,0,0,0,21,22,,
1101,60,70,0,BEKKEVIK,4,50,4,4,0,0,22,6485869,317135
1101,60,81,0,DALEN,7,15,1,7,0,0,22,6485876,317194
1101,60,90,0,HOLMEN,0,2,1,0,0,0,22,6487278,319005
1101,60,99,0,ÅSHEIM III,6,2,11,6,0,0,22,,
1101,60,115,0,SOLHEI,29,17,16,12,0,17,22,6486000,318619
1101,60,151,0,ÅS,7,3,0,0,0,7,22,6486897,319111
1101,60,312,0,,0,0,1,0,0,0,22,,
1101,60,332,0,TUÅ,40,65,25,3,0,37,22,6486464,318922
1101,60,362,0,,0,4,9,0,0,0,22,,
1101,60,453,0,,0,0,3,0,0,0,22,,
1101,60,608,0,,32,,,,,32,22,,
1101,60,675,0,,19,,,,,19,22,,
1101,60,699,0,,7,3,0,6,0,1,22,,
1101,60,724,0,HELLVIK,11,4,0,6,0,5,22,,
1101,60,752,0,HELLVIK,8,14,8,8,0,0,22,,
1101,60,809,0,,1,0,0,1,0,0,22,0,0
1101,60,813,0,HELLVIK,0,0,0,0,0,0,22,,
1101,60,816,0,,0,3,0,0,0,0,22,0,0
1101,61,1,0,RAPSTAD,318,975,568,60,16,242,22,6487303,339756
1101,61,3,0,RAPSTAD,137,1130,275,26,0,111,22,6487309,339864
1101,62,4,0,RØDLAND,99,227,432,2,20,77,22,6489146,337541
1101,62,5,0,RØDLAND,151,442,276,31,21,99,22,6487796,339208
1101,62,6,0,RØDLAND,104,22,36,63,0,41,22,6487774,339091
1101,62,7,0,RØDLAND,266,820,639,75,4,187,22,6487640,339205
1101,62,22,0,,4,275,483,0,0,4,22,,
1101,63,1,0,STØLA,0,1642,1069,0,0,0,22,6486769,337596
1101,66,1,0,GLØBSTAD,209,2903,311,37,11,161,22,6486943,336043
1101,68,1,0,DRANGE,291,329,304,48,4,239,22,6489042,334646
1101,68,5,0,DRANGE,284,421,263,89,3,192,22,6489229,334844
1101,68,7,0,DRANGE,269,981,403,44,21,204,22,6488872,334767
1101,69,1,0,DYBING,306,162,59,74,0,232,22,6489891,334776
1101,69,3,0,DYBING,195,149,81,54,6,135,22,6489768,334682
1101,70,1,0,NEDRA HETLAND,303,103,53,64,0,239,22,6490752,335750
1101,70,2,0,NEDRA HETLAND,558,118,48,143,0,415,22,6490937,335566
1101,70,4,0,NEDRA HETLAND,347,39,3,146,7,194,22,6491026,335480
1101,70,5,0,NEDRA HETLAND,29,4,1,17,0,12,22,6491135,335962
1101,70,8,0,SOLHEIM,54,14,9,18,0,36,22,6490667,335661
1101,71,1,0,HETLAND ØVRE,113,167,13,23,15,75,22,6490266,336085
1101,71,2,0,HETLAND ØVRE,54,191,10,43,0,11,22,6490421,335929
1101,71,3,0,HETLAND ØVRE,215,586,710,118,0,97,22,6490168,335634
1101,71,4,0,HETLAND ØVRE,130,225,152,73,7,50,22,6490223,336093
1101,71,5,0,HETLAND ØVRE,261,170,72,102,0,159,22,6490260,336419
1101,71,6,0,HETLAND ØVRE,86,44,94,34,0,52,22,6490076,336303
1101,72,1,0,HØYLAND,410,614,439,103,3,304,22,6489673,336805
1101,72,10,0,HØYLAND,392,276,92,79,0,313,22,6489508,336518
1101,72,18,0,HØYGÅRD,59,26,56,18,0,41,22,6489360,337277
1101,73,1,0,GRØNING,175,356,253,60,4,111,22,6490251,337244
1101,74,2,0,SKEIPSTAD,166,118,38,51,7,108,22,6489410,338830
1101,75,1,0,POLLO,189,1590,190,46,36,107,22,6489742,338919
1101,76,1,0,MYSING,191,2029,706,54,0,137,22,6491229,338762
1101,77,1,0,BOTNA,72,176,309,22,0,50,22,6491402,338333
1101,78,1,0,HÆSTAD,196,119,311,38,0,158,22,6492402,338341
1101,78,2,0,HÆSTAD,275,137,248,56,0,219,22,6492438,337988
1101,78,3,0,HÆSTAD,103,11,20,12,0,91,22,6492832,339294
1101,78,4,0,HÆSTAD,0,1,36,0,0,0,22,6492887,339154
1101,78,6,0,HÆSTAD,97,253,148,42,1,54,22,6492406,340804
1101,78,7,0,HÆSTAD,88,85,201,28,0,60,22,6492333,338350
1101,78,8,0,HÆSTAD,462,53,184,118,0,344,22,6492964,338114
1101,78,12,0,HÆSTAD,213,2,22,62,14,137,22,6492338,337878
1101,78,13,0,BREISKARSLÅTTEN,35,22,87,16,0,19,22,6492997,337734
1101,78,20,0,HÆSTAD,132,34,217,34,4,94,22,6492277,338101
1101,78,25,0,KILBÆKHAGEN,28,0,0,0,0,28,22,,
1101,78,26,0,HÆSTAD,62,18,0,4,0,58,22,,
1101,79,2,0,ÅRRESTAD,393,553,191,93,11,289,22,6492454,336975
1101,79,5,0,ÅRRESTAD,210,498,282,64,0,146,22,6492955,336360
1101,79,6,0,ÅRRESTAD,121,65,6,19,4,98,22,6492835,336531
1101,79,9,0,,54,55,186,39,0,15,22,6492518,336503
1101,79,10,0,ÅRRESTAD,160,18,23,37,0,123,22,6492792,336569
1101,79,11,0,ÅRRESTAD,85,19,68,11,5,69,22,6492624,336056
1101,79,12,0,ÅRRESTAD,225,31,301,69,0,156,22,6492756,337038
1101,79,25,0,,10,1,1,0,0,10,22,,
1101,80,1,0,ØYA,245,65,64,39,0,206,22,6493658,336923
1101,80,2,0,ØYA,269,20,150,52,4,213,22,6493824,337001
1101,80,3,0,ØYA,70,79,204,18,0,52,22,6493576,337160
1101,80,4,0,ØYA,216,193,221,70,0,146,22,6493888,337391
1101,81,1,0,ØYGREI,41,78,100,16,0,25,22,6493830,338769
1101,81,4,0,ØYGREI,114,0,0,59,0,55,22,6493726,338714
1101,81,6,0,ØYGREI,22,112,401,1,4,17,22,6493763,338780
1101,81,17,0,ØYGREI,34,0,0,0,0,34,22,6493727,338308
1101,82,1,0,SLETTEBØ,318,32,87,87,0,231,22,6494487,339116
1101,82,3,0,SLETTEBØ,225,0,270,98,7,120,22,6494603,339338
1101,82,4,0,SLETTEBØ,99,64,150,46,3,50,22,6494375,339503
1101,83,1,0,GYDAL,0,0,0,0,0,0,22,6495192,339912
1101,84,3,0,TERLAND,363,967,75,70,3,290,22,6495423,338402
1101,84,4,0,TERLAND,346,1483,241,63,0,283,22,6495473,338148
1101,84,9,0,,29,20,133,13,0,16,23,0,0
1101,85,1,0,TOFTENE,70,0,40,13,1,56,22,6494919,337374
